UniqueID,wave2.dum,wave3.dum,mg.asp_w2,mg.asp_w3,mg.pln_w1,mg.pln_w2,mg.pln_w3,treat.dum,Region,nonmissing2,nonmissing3,wt2,wt3,bus.location,bus.open,bus.purchases,bus.hire,bus.profit,bus.close,self.suff_w2,efficacy_w2,placeat_w2,self.suff_w3,efficacy_w3,placeat_w3,age,educ,male,bs.exp.now,bs.exp.past,Score,job_w1,top.dest.d_w1,top.dest.d_w2,top.dest.d_w3,nt.mg.afr,nt.mg.good.afr,nt.mg.cnt.afr,nt.mg.out,nt.mg.good.out,nt.mg.cnt.out,gvt.rg.cmpl_w2,gvt.rg.cmpl_w3,bs.supp_w2,bs.supp_w3,nt.bs,nt.bs.cnt,occup,bribes.common_w2,bribes.common_w3,gvt.rg.unpred_w2,gvt.rg.unpred_w3,mg.ab.work_w2,mg.ab.work_w3,mg.ab.tourist_w2,mg.ab.tourist_w3,mg.ab.bw_w2,mg.ab.bw_w3,cvd.rch.econ_w2,cvd.rch.econ_w3,lost.job.dum,lost.job,bw.risk_w2,bw.risk_w3,mg.ab_w2,mg.ab_w3,rsktkr
156,1,1,3,4,1,1,3,1,Upper River Region,TRUE,TRUE,1.0485571471039028,1.4021459861568064,1,1,1,1,1,0,3.71428571428571,3.33333333333333,4,4,4.33333333333333,5,31,2,1,1,0,60,1,1,1,1,1,4,1,30,6,0,2,4,4,5,10,3,"Manual worker (e.g., cleaner, laborer, domestic help, manufacturing worker)",2,5,2,4,3,2,0,1,3,1,2,1,0,2,7,6,3,2,5
157,1,1,5,4,1,3,1,1,Greater Banjul Area,TRUE,TRUE,1.0764538947113569,1.2958331425357497,1,1,1,0,1,0,3.85714285714286,2.66666666666667,4,4,3.33333333333333,4,25,2,0,1,0,53,1,1,1,1,1,NA,NA,4,NA,1,4,4,5,4,10,1,Student,4,3,4,4,1,3,3,2,1,1,NA,4,0,2,9,10,3,1,10
158,1,1,4,5,2,2,2,0,Greater Banjul Area,TRUE,TRUE,1.2274804165524082,1.793067152279755,0,1,1,0,0,0,4,3.33333333333333,2,3.83333333333333,4,4,24,2,1,1,0,80,0,1,1,1,NA,NA,NA,NA,NA,NA,4,4,3,3,4,0,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,3,4,NA,4,5,2,1,NA,3,1,1,3,NA,4,4,10
160,1,1,5,5,2,2,1,1,Greater Banjul Area,TRUE,TRUE,1.0794401889745513,1.4234733365197585,1,1,1,1,1,0,4.85714285714286,3,3,4.57142857142857,4.66666666666667,3,23,2,0,0,1,47,0,1,1,1,2,1,2,23,15,6,4,4,3,3,10,10,Student,5,3,4,4,3,1,3,3,1,1,2,3,1,1,5,8,3,3,10
161,1,0,5,NA,2,2,NA,0,Greater Banjul Area,TRUE,FALSE,1.1344819509751847,1.6404764753895018,NA,NA,NA,NA,NA,NA,3.57142857142857,2.5,3,NA,NA,NA,34,3,1,1,0,53,1,1,1,NA,6,6,1,20,17,1,5,NA,2,NA,5,3,"Upper-level professional (e.g., banker/finance, doctor, lawyer, engineer, accountant, professor, senior-level government officer",4,NA,3,NA,4,NA,4,NA,1,NA,3,NA,0,2,7,NA,4,NA,10
162,1,0,4,NA,2,2,NA,1,Upper River Region,TRUE,FALSE,1.0528352848932827,1.4425257528742883,NA,NA,NA,NA,NA,NA,3.71428571428571,3.33333333333333,2,NA,NA,NA,24,2,0,1,0,60,0,1,1,NA,NA,NA,NA,5,NA,NA,4,NA,4,NA,2,1,Trader/hawker/vendor,4,NA,4,NA,3,NA,2,NA,2,NA,NA,NA,1,1,5,NA,3,NA,10
163,1,0,4,NA,2,2,NA,0,Lower River Region,TRUE,FALSE,1.1266010075464568,1.6273449395202075,NA,NA,NA,NA,NA,NA,3.42857142857143,4.33333333333333,4,NA,NA,NA,25,2,0,0,1,60,0,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,3,6,Trader/hawker/vendor,4,NA,4,NA,2,NA,1,NA,2,NA,NA,NA,1,1,10,NA,2,NA,10
164,1,1,5,2,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.105370619054416,1.3528288095892438,1,1,1,1,1,0,4.85714285714286,3.33333333333333,5,4.57142857142857,4,3,30,2,0,1,0,87,0,1,1,NA,1,1,NA,10,20,NA,5,5,5,5,10,1,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",5,5,5,5,1,1,1,1,1,1,4,4,1,1,10,3,1,1,10
166,1,0,4,NA,1,1,NA,1,Lower River Region,TRUE,FALSE,1.0447616549043939,1.2428820160302596,NA,NA,NA,NA,NA,NA,4,3.33333333333333,2,NA,NA,NA,34,2,0,0,0,47,0,NA,1,NA,NA,NA,NA,15,10,7,4,NA,4,NA,5,3,Housewife/homemaker,4,NA,4,NA,5,NA,2,NA,1,NA,4,NA,0,0,10,NA,2,NA,8
167,1,1,4,4,1,2,1,1,Greater Banjul Area,FALSE,FALSE,NA,NA,1,1,1,0,1,0,4,3.33333333333333,3,3.42857142857143,4,4,22,NA,1,0,0,47,0,1,1,1,NA,NA,NA,15,13,NA,4,4,2,2,10,13,NA,4,2,4,4,2,1,2,5,2,1,NA,2,1,1,8,10,2,5,10
168,1,1,4,4,3,3,3,0,Lower River Region,TRUE,TRUE,1.0980145190702268,1.3679142126965278,1,0,0,0,0,0,4.14285714285714,4,1,3.42857142857143,4,2,28,2,1,0,0,47,0,1,1,1,5,2,2,15,7,5,4,4,2,2,6,4,Agriculture/farming/fishing/forestry,4,4,4,3,2,1,3,3,2,2,1,4,1,1,4,3,3,3,6
170,1,1,5,3,2,3,2,1,West Coast Region,TRUE,TRUE,1.094930872486667,1.3420984218435572,1,0,1,1,1,0,4,3.33333333333333,1,4,3.33333333333333,4,29,2,1,1,0,60,0,1,1,1,2,2,0,8,5,4,2,2,4,3,10,1,"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist, tailor, or skilled manufacturing worker, designer)",4,4,4,4,3,3,3,3,1,1,1,1,1,1,6,7,4,3,8
171,1,1,2,3,1,1,1,1,West Coast Region,TRUE,TRUE,1.1400786707947081,1.5722532640823028,1,1,1,0,1,1,3.42857142857143,3.33333333333333,4,4,4,4,24,2,1,1,0,73,0,0,0,0,2,1,2,9,5,0,4,4,2,4,30,1,Other,4,4,4,5,2,1,1,2,1,1,3,1,1,1,10,10,1,1,6
172,1,0,5,NA,1,2,NA,0,Greater Banjul Area,TRUE,FALSE,1.0752498490856681,1.3085514711904747,NA,NA,NA,NA,NA,NA,3.57142857142857,3.33333333333333,5,NA,NA,NA,27,2,0,0,0,53,0,1,0,NA,5,3,0,5,3,1,4,NA,2,NA,2,2,"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",2,NA,4,NA,3,NA,2,NA,1,NA,4,NA,1,1,NA,NA,2,NA,4
173,1,1,4,4,1,1,1,0,Greater Banjul Area,TRUE,TRUE,1.068878543182103,1.3084867907870579,1,0,0,0,0,0,4,3.33333333333333,1,4,3.33333333333333,2,28,2,1,0,0,53,1,1,1,1,NA,NA,NA,10,7,NA,4,4,3,2,5,0,Supervisor/Foreman/Senior manager,4,4,4,4,1,2,1,2,1,2,2,2,0,2,7,7,1,1,9
174,1,1,5,5,1,2,3,1,Greater Banjul Area,TRUE,TRUE,1.140028705323022,1.723382056955457,1,1,1,1,1,0,3.14285714285714,3.33333333333333,4,3.42857142857143,3.33333333333333,3,28,3,0,1,0,47,1,0,0,1,3,NA,NA,2,NA,NA,4,4,2,2,5,1,"Upper-level professional (e.g., banker/finance, doctor, lawyer, engineer, accountant, professor, senior-level government officer",4,2,2,2,3,3,5,3,2,3,3,4,0,2,8,2,3,2,10
175,1,1,3,5,1,3,2,1,West Coast Region,TRUE,TRUE,1.1004842151194385,1.3710264059779667,0,0,0,0,0,0,3.14285714285714,3.66666666666667,2,3.42857142857143,3.66666666666667,1,27,3,1,1,0,60,1,1,1,1,5,3,2,NA,NA,NA,5,2,5,2,2,2,Other,3,4,2,5,3,3,2,3,1,1,1,4,0,2,10,8,2,2,0
176,1,1,4,4,3,1,1,0,Lower River Region,TRUE,TRUE,1.0390137997931082,1.2088774291582995,0,0,0,0,0,0,4.14285714285714,3.33333333333333,5,4.71428571428571,3,2,20,2,1,0,0,60,0,1,1,1,NA,NA,NA,NA,NA,NA,4,4,2,2,6,6,Agriculture/farming/fishing/forestry,4,4,4,5,NA,4,NA,3,1,1,4,4,0,0,10,10,2,1,10
177,0,0,NA,NA,1,NA,NA,0,Greater Banjul Area,FALSE,FALSE,1.039811901334453,1.2155860671348016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,0,1,0,67,1,0,NA,NA,1,1,1,10,5,NA,NA,NA,NA,NA,NA,0,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2,NA,NA,NA,NA,10
178,1,1,2,3,1,1,1,0,West Coast Region,TRUE,TRUE,1.0760875636694447,1.3190579642754843,0,0,0,0,0,0,4.57142857142857,2.33333333333333,4,4.28571428571429,3.33333333333333,4,28,2,0,0,0,53,0,1,0,NA,3,3,NA,NA,NA,NA,4,4,5,4,2,2,"Manual worker (e.g., cleaner, laborer, domestic help, manufacturing worker)",4,4,4,2,2,1,2,1,1,1,1,1,1,1,10,8,1,2,0
