UniqueID,mg.asp,mg.pln,treat.dum,post.dum,Region,wave,wave.comp,nonmissing2,nonmissing3,wt2,wt3,educ,age,male,bs.exp.now,bs.exp.past,Score,lost.job,job_w1,gvt.rg.cmpl,bs.supp
1335,5,3,1,0,West Coast Region,1,1,TRUE,TRUE,1.0512922921453856,1.250533876531572,2,31,1,1,0,53,2,1,3,2
1335,2,1,1,1,West Coast Region,2,1,TRUE,TRUE,1.0512922921453856,1.250533876531572,2,31,1,1,0,53,2,1,4,2
1335,5,3,1,1,West Coast Region,3,1,TRUE,TRUE,1.0512922921453856,1.250533876531572,2,31,1,1,0,53,2,1,4,2
1336,2,1,1,0,West Coast Region,1,1,TRUE,TRUE,1.122984119372039,1.5718838958013894,3,32,1,1,0,53,2,1,4,4
1336,3,1,1,1,West Coast Region,2,1,TRUE,TRUE,1.122984119372039,1.5718838958013894,3,32,1,1,0,53,2,1,4,4
1336,3,1,1,1,West Coast Region,3,1,TRUE,TRUE,1.122984119372039,1.5718838958013894,3,32,1,1,0,53,2,1,4,4
1337,4,1,0,0,Greater Banjul Area,1,1,TRUE,TRUE,1.0447058363003745,1.215457994388757,2,26,1,0,0,53,1,0,4,2
1337,5,2,0,1,Greater Banjul Area,2,1,TRUE,TRUE,1.0447058363003745,1.215457994388757,2,26,1,0,0,53,1,0,4,1
1337,1,1,0,1,Greater Banjul Area,3,1,TRUE,TRUE,1.0447058363003745,1.215457994388757,2,26,1,0,0,53,1,0,3,3
1338,4,1,0,0,Greater Banjul Area,1,1,TRUE,TRUE,1.1087933807013224,1.3794543482461388,2,32,0,0,0,53,2,1,2,2
1338,2,1,0,1,Greater Banjul Area,2,1,TRUE,TRUE,1.1087933807013224,1.3794543482461388,2,32,0,0,0,53,2,1,2,2
1338,2,1,0,1,Greater Banjul Area,3,1,TRUE,TRUE,1.1087933807013224,1.3794543482461388,2,32,0,0,0,53,2,1,4,2
1339,5,3,1,0,Greater Banjul Area,1,1,TRUE,TRUE,1.2364285305182594,1.5886109630519583,2,25,0,1,0,53,2,1,5,2
1339,4,3,1,1,Greater Banjul Area,2,1,TRUE,TRUE,1.2364285305182594,1.5886109630519583,2,25,0,1,0,53,2,1,4,4
1339,5,3,1,1,Greater Banjul Area,3,1,TRUE,TRUE,1.2364285305182594,1.5886109630519583,2,25,0,1,0,53,2,1,5,2
1340,4,2,1,0,Greater Banjul Area,1,1,TRUE,TRUE,1.2347601473003897,1.5519390307695176,2,22,1,0,0,53,NA,0,4,2
